C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_37_413.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_37_413.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_37_413.jpg,0,0,0,0.9846065
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_37_536.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_37_536.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_37_536.jpg,0,0,0,0.9709725
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_37_661.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_37_661.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_37_661.jpg,0,0,0,0.957503
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_37_785.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_37_785.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_37_785.jpg,0,0,0,0.9419928
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_37_906.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_37_906.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_37_906.jpg,0,0,0,0.9288718
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_031.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_031.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_031.jpg,0,0,0,0.9159083
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_153.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_153.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_153.jpg,0,0,0,0.903101
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_317.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_317.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_317.jpg,0,0.1785494,0,1.01492
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_443.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_443.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_443.jpg,0,0.5622476,0,1.748694
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_530.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_530.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_530.jpg,0,0.9304536,0,2.94502
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_654.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_654.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_654.jpg,0,1,0,4.352009
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_775.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_775.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_775.jpg,0,0.8135625,0,5.618617
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_38_897.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_38_897.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_38_897.jpg,0,0.4515063,0,6.35757
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_016.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_016.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_016.jpg,0,0.4498785,0,6.802282
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_137.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_137.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_137.jpg,0,0.811806,0,7.742432
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_258.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_258.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_258.jpg,0,1,0,9.073963
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_411.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_411.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_411.jpg,0,1,0,10.17508
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_503.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_503.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_503.jpg,0,0.810272,0,11.97987
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_659.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_659.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_659.jpg,0,0.44077,0,12.59876
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_783.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_783.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_783.jpg,0,0.06500061,0,12.77869
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_39_904.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_39_904.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_39_904.jpg,0,0,0,12.47622
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_024.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_024.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_024.jpg,-0.3,0,0,12.32371
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_149.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_149.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_149.jpg,0,0,0,11.96286
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_270.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_270.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_270.jpg,0,0,0,11.75216
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_389.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_389.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_389.jpg,-0.15,0,0,11.52968
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_511.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_511.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_511.jpg,0,0,0,11.43517
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_633.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_633.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_633.jpg,0,0,0,11.31994
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_726.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_726.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_726.jpg,0,0,0,11.0974
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_845.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_845.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_845.jpg,-0.3,0,0,11.13206
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_40_965.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_40_965.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_40_965.jpg,0,0,0,10.99051
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_088.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_088.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_088.jpg,0,0,0,10.85792
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_207.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_207.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_207.jpg,0,0,0,10.72724
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_330.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_330.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_330.jpg,-0.3,0,0,10.56928
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_451.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_451.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_451.jpg,0,0,0,10.43469
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_573.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_573.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_573.jpg,0,0,0,10.30882
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_695.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_695.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_695.jpg,0,0,0,10.18476
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_816.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_816.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_816.jpg,-0.3,0,0,10.03441
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_41_940.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_41_940.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_41_940.jpg,0,0,0,9.906242
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_061.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_061.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_061.jpg,0,0,0,9.786765
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_181.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_181.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_181.jpg,-0.15,0,0,9.663448
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_304.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_304.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_304.jpg,-0.5000001,0,0,9.455646
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_421.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_421.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_421.jpg,0,0,0,9.3311
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_541.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_541.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_541.jpg,0,0,0,9.217354
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_663.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_663.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_663.jpg,-0.35,0.3669086,0,9.516735
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_781.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_781.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_781.jpg,0,0.3659582,0,9.939775
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_42_902.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_42_902.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_42_902.jpg,0,0.003917456,0,9.984192
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_020.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_020.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_020.jpg,0,0,0,9.864354
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_137.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_137.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_137.jpg,0,0,0,9.745658
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_260.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_260.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_260.jpg,0,0.3671885,0,10.00861
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_380.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_380.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_380.jpg,0,0.7259906,0,10.78329
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_497.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_497.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_497.jpg,0,1,0,12.15504
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_652.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_652.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_652.jpg,0,1,0,13.42634
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_773.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_773.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_773.jpg,0,1,0,14.70174
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_43_892.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_43_892.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_43_892.jpg,0,0.6417059,0,15.70736
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_013.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_013.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_013.jpg,0,0.2812467,0,16.14905
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_136.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_136.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_136.jpg,0,0.2772313,0,15.78284
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_257.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_257.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_257.jpg,-0.3,0.6346884,0,16.32082
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_345.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_345.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_345.jpg,0,0.6417521,0,17.21449
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_468.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_468.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_468.jpg,0,0.2717406,0,17.51143
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_588.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_588.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_588.jpg,0,0,0,17.34412
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_708.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_708.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_708.jpg,0,0,0,17.12469
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_828.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_828.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_828.jpg,0,0,0,16.91112
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_44_949.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_44_949.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_44_949.jpg,0,0,0,16.70045
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_071.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_071.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_071.jpg,0,0.1778286,0,16.63011
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_192.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_192.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_192.jpg,-0.15,0.5415755,0,17.15408
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_312.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_312.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_312.jpg,0,0.1897811,0,17.26675
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_468.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_468.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_468.jpg,0,0,0,17.01305
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_555.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_555.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_555.jpg,0,0,0,16.79889
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_674.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_674.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_674.jpg,0,0,0,16.58987
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_793.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_793.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_793.jpg,0,0,0,16.3838
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_45_948.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_45_948.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_45_948.jpg,0,0,0,16.18165
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_069.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_069.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_069.jpg,-0.15,0,0,15.98477
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_185.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_185.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_185.jpg,-0.15,0,0,15.79008
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_302.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_302.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_302.jpg,-0.45,0,0,15.52636
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_385.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_385.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_385.jpg,0,0,0,15.21542
C:\Users\dev\Documents\IMG\center_2018_03_25_14_51_46_534.jpg,C:\Users\dev\Documents\IMG\left_2018_03_25_14_51_46_534.jpg,C:\Users\dev\Documents\IMG\right_2018_03_25_14_51_46_534.jpg,0,0,0,15.58189
